PM2.5,PM10,SO2,NO2,O3,TEMP,PRES,DEWP,RAIN,WSPM,CO
3,7,11,35,28,1.6,1008.9,-4.7,0,1.7,500
15,30,16,43,31,2.5,1009.3,-3.8,0,2.1,600
40,58,20,52,25,2.7,1009.8,-3.9,0,1.8,700
25,37,21,43,34,3.1,1009.9,-3.5,0,0.9,700
32,52,14,37,36,4.2,1009.5,-2.9,0,2.9,700
39,47,15,34,39,4.7,1009,-2.6,0,2.7,700
37,38,16,38,43,5,1009,-1.7,0,1.7,700
40,47,15,37,44,5.3,1009.2,-1.4,0,3.1,700
65,48,16,38,47,4.7,1009.8,-0.7,0,2.9,700
40,52,11,37,46,4.2,1010.8,1.1,0,1.9,600
38,39,8,40,41,2.9,1011.9,1.7,0.7,2.6,600
39,20,5,40,40,2.2,1013.4,1.3,0.5,1.4,600
20,22,3,42,32,2.1,1014.9,1.4,0.5,3.1,900
56,26,3,48,22,1.4,1016.3,0.8,0.7,2,1000
88,53,4,53,24,0.9,1017.1,0,0.6,2.4,1300
90,66,4,44,33,0.1,1017.9,-0.8,0.4,2.2,1000
90,67,4,44,26,-0.5,1018.6,-1.2,0.8,1.6,700
64,49,3,36,27,-0.8,1019.7,-1.5,1.3,1.2,700
50,33,4,32,31,-1,1020.3,-1.6,1.6,1.1,700
47,24,6,30,33,-1.2,1020.5,-1.8,0.7,0.9,1000
46,24,6,37,24,-2.2,1021.2,-2.8,0.7,1.4,900
47,26,6,37,18,-2.2,1021.1,-2.6,1,1.2,1000
27,12,6,26,44,-4,1021.6,-4.5,0.8,0,800
30,6,4,24,41,-5.1,1021.7,-5.6,0,0.5,700
6,7,4,46,18,-0.6,1021.9,-1,0,0.7,900
34,44,5,51,15,1.5,1022.7,-1.4,0,1.5,1100
44,49,12,52,22,1.9,1022.7,-2.8,0,2.7,1200
63,15,17,49,29,3.3,1022.2,-8.1,0,2.8,1300
54,6,23,36,49,3,1021.6,-3.8,0,2.5,1000
47,75,23,37,55,3.8,1020.7,-7.1,0,0.4,1100
56,18,25,29,71,4.7,1019.5,-6.5,0,2.1,900
44,9,16,23,86,5.7,1018.5,-6.9,0,1.8,600
48,22,12,24,87,5.4,1017.7,-5.6,0,3.1,600
31,40,12,30,84,5.6,1017.2,-6.3,0,4.4,600
56,34,19,34,78,4.9,1016.8,-4.7,0,2.9,700
53,59,17,42,67,4,1016.5,-4.5,0,3.4,700
54,65,17,45,56,3.7,1016.5,-4,0,4.3,800
65,78,15,57,42,3.6,1016.2,-3.9,0,1.8,900
74,75,17,64,35,2.9,1016,-4.1,0,1.7,900
75,80,19,72,26,2.7,1015.2,-4.1,0,1.5,1000
81,89,21,71,25,2.7,1014.2,-4.1,0,1.4,1000
101,89,25,59,32,2.4,1013.8,-4.1,0,2.2,900
77,80,26,40,44,2,1013.1,-4.3,0,2.3,800
84,80,21,40,38,1.6,1012.1,-4.5,0,1.7,700
85,60,16,46,28,0.8,1011.1,-4.2,0,1.1,700
79,62,12,39,31,0.1,1010.4,-4,0,1,700
63,64,12,48,22,-0.3,1009.9,-4.4,0,1.3,700
70,71,11,62,7,-0.3,1009.5,-3.7,0,0.9,900
74,82,12,66,4,0.9,1008.9,-4.5,0,1.1,1000
72,88,18,66,6,2.5,1007.8,-4.3,0,0.6,1100
73,99,28,68,9,3.6,1007,-3.5,0,0.8,1300
108,118,34,70,14,4.9,1005.9,-3.4,0,1.3,1300
3,119,41,74,20,5.4,1004.9,-2.9,0,1.8,1399
88,145,37,89,22,6.6,1003.7,-2.6,0,2.3,1600
154,165,42,84,33,8.2,1002.3,-3,0,1.8,1399
158,166,51,78,50,8.4,1002,-2.3,0,2.2,1300
162,181,63,83,58,8.3,1001.7,-2.4,0,2,1399
179,192,47,104,39,8.3,1001.3,-2.1,0,2.8,1500
183,199,47,116,33,7.1,1002,-1.8,0,1.5,1600
188,205,44,127,25,6.6,1003.4,-1.6,0,1.7,1700
200,224,38,146,6,6.3,1004.6,-1.4,0,1.7,1800
199,216,34,142,6,6.1,1005.4,-1.6,0,2.4,1700
193,194,31,114,23,6.2,1006.4,-1.9,0,2.5,1600
188,190,29,120,12,6.7,1007.7,-2,0,2.3,1700
167,190,39,92,30,6,1008.5,-1.6,0,1.7,1600
170,173,41,69,42,5.4,1009.6,-2.4,0,1.5,1399
157,140,39,61,43,5,1010.5,-4.1,0,1.3,1200
110,143,33,63,33,4.3,1011.2,-4.2,0,0.9,900
80,144,26,54,NA,4.5,1011.8,-6.1,0,1.5,NA
130,144,34,85,44,3.2,1012.9,-5.7,0,2.2,600
48,143,11,37,49,2.8,1013.9,-7.1,0,0.7,600
53,56,10,74,16,2.7,1015.1,-9.6,0,0.9,900
19,20,12,46,43,5.4,1015.9,-10.8,0,2.5,400
12,24,12,44,50,6.7,1016.6,-12,0,2.5,500
121,132,33,84,68,7.7,1016.7,-6.5,0,1.8,400
117,129,32,82,74,7.7,1016.3,-7.6,0,1.5,400
120,129,32,81,48,8.6,1015.5,-7.2,0,2.5,1100
53,126,44,46,59,9.3,1014.6,-7,0,4.3,1100
57,116,34,41,69,9.6,1013.8,-5.9,0,3.7,1000
68,137,28,43,76,9.9,1013.4,-6.5,0,5.3,1100
70,156,25,39,89,10.2,1012.7,-5.4,0,3.4,1000
62,142,21,39,87,9.7,1012.2,-5.4,0,4.2,800
67,126,21,42,86,9,1012.7,-5.3,0,4.1,800
76,129,22,46,86,8.5,1013.2,-5.7,0,2.5,900
67,122,21,54,77,7.7,1013.4,-6.1,0,2.3,900
71,113,18,60,62,5.1,1014.4,-4.8,0,1.9,800
58,107,18,70,37,3.9,1014.1,-4.6,0,2.4,900
62,95,17,72,24,3,1014.1,-4.2,0,2,1100
55,85,19,64,25,1.9,1013.7,-4.4,0,2,1200
49,72,18,69,17,1.5,1013.1,-4.4,0,1.7,1200
51,69,15,78,7,1.5,1012.2,-4,0,1.7,1100
51,69,16,84,2,0.7,1011.5,-3.6,0,2.2,1600
45,65,17,82,2,1.1,1010.9,-3.6,0,1.7,1399
48,63,17,77,2,0.9,1010.1,-3.4,0,2.8,1000
48,64,18,77,2,0.7,1010.1,-3.6,0,2.7,900
53,62,13,66,2,0.7,1010.2,-3.8,0,2.2,1000
55,70,18,66,2,1.2,1008.7,-4.9,0,3.5,1200
60,73,30,64,8,2.4,1007.8,-4.8,0,2.6,1500
68,85,48,66,17,2.9,1007.5,-6,0,1.5,1800
79,101,59,65,23,3.9,1007.2,-5.3,0,1.7,2000
83,108,74,62,30,5,1006.5,-4.3,0,2.3,1899
83,108,71,60,36,5.5,1005.9,-5.8,0,1.9,1800
81,108,71,62,40,6.3,1005.8,-5.1,0,2.1,1600
89,110,67,68,37,8,1005.6,-4.8,0,2.6,1600
89,122,66,67,42,11.1,1005.9,-5.4,0,3.5,1500
86,150,55,67,43,11.5,1007.7,-9.5,0,7.7,1399
72,220,30,59,49,9.6,1009.9,-12.3,0,9.3,1000
15,125,3,17,89,7.9,1012.1,-15,0,5.4,300
10,76,3,20,82,6.5,1014.3,-13.7,0,5.9,300
15,66,3,16,87,5.8,1016.3,-15.5,0,5.2,300
5,42,3,14,92,5.2,1017.4,-16,0,2.6,300
6,27,3,13,92,4.5,1018,-16.6,0,3.4,300
8,26,3,13,90,2.9,1018.9,-14.8,0,2.8,300
4,24,3,20,78,2,1019.3,-16,0,3.4,300
11,25,6,33,61,1.2,1019.7,-15.3,0,2.8,300
6,20,6,22,69,0.2,1019.9,-15,0,2.6,300
5,20,7,26,63,-0.5,1019.8,-14.8,0,3.1,300
8,16,8,32,55,-0.7,1020.1,-14.3,0,2.3,400
8,17,8,32,46,-1.2,1020.6,-13.7,0,1.2,400
12,20,7,36,47,0.2,1021,-13.8,0,1.2,500
12,24,6,44,40,2.4,1021.4,-15.2,0,2,500
19,31,7,42,47,3.6,1021.5,-17.9,0,4.4,500
15,26,7,28,65,4.8,1021.3,-17.6,0,3.4,400
12,20,7,19,79,5.9,1020.5,-17.4,0,2.2,300
7,17,7,19,82,6.8,1019.5,-17.3,0,1.6,400
14,16,9,20,83,8.1,1018.1,-17.9,0,1.4,400
13,15,9,17,90,8.8,1016.4,-17.3,0,3.5,400
7,11,6,17,94,9.9,1015.3,-17.3,0,2.4,400
13,15,6,19,94,11,1014.5,-17.4,0,2.3,400
10,17,7,20,96,9.5,1014.1,-15.9,0,1.2,400
13,19,6,25,92,8.9,1014.3,-17.2,0,2.1,400
14,20,7,25,75.8268,7.3,1014.9,-15.5,0,3.2,NA
30,59,7,55,69.615,6.7,1016,-14.1,0,2.6,NA
46,79,15,63,55.4778,6.3,1016.6,-13.4,0,2.1,NA
53,86,27,65,45.4104,6,1017.1,-13.1,0,1.8,NA
56,82,22,82,27.4176,4,1017.3,-11.6,0,0.8,NA
52,77,24,76,32,3.7,1018.1,-11.5,0,2,700
53,77,25,77,14.5656,2.7,1018.5,-9,0,1.8,NA
70,113,30,94,4.7124,1.2,1018.9,-7.3,0,3.2,NA
79,127,29,92,5.1408,0,1019.2,-6.4,0,1.3,NA
78,107,30,82,2.5704,-0.7,1019.3,-6.1,0,1.5,NA
80,102,30,83,1.2852,-1.1,1019.7,-6.5,0,1.5,NA
67,99,19,80,1.071,-1.9,1020.1,-6.6,0,0.7,NA
73,96,23,77,1.2852,-1.2,1020.4,-6.4,0,0.9,NA
89,114,53,79,2.5704,0.8,1020.6,-5.9,0,1.3,NA
113,162,100,78,6.6402,2.4,1020.6,-6.5,0,1.3,NA
119,161,114,78,13.923,4.3,1020.1,-7.8,0,0,NA
114,147,94,72,29.1312,5.9,1019.5,-9.2,0,1.1,NA
99,116,68,66,46.053,7.2,1018.5,-7.6,0,2.1,NA
118,141,73,89,38.3418,8.6,1017.6,-8.9,0,2.5,NA
120,149,61,86,55.692,9.7,1016.3,-8,0,2.6,NA
119,135,51,79,71.1144,10.2,1015.4,-8.5,0,2.9,NA
131,140,47,66,98.9604,11.2,1014.8,-8.7,0,3.9,NA
114,118,40,58,103,10.9,1014.4,-8.9,0,2.5,1200
114,118,40,58,97,10.1,1014.5,-9.1,0,2.8,1100
101,127,34,61,99,9.3,1014.6,-8.3,0,1.4,1000
115,142,42,79,80,9,1015,-8.1,0,1.3,1200
136,165,50,119,37,8.9,1015.2,-9.1,0,2.1,1500
130,149,43,118,28,8.7,1014.7,-9.8,0,2.5,1300
97,108,36,94,37,7.9,1014.4,-10,0,0.6,1000
84,103,38,82,40,7.2,1014,-10.1,0,1.6,900
89,106,42,85,34,6.4,1013.7,-10,0,2.4,1000
99,121,51,98,18,5.7,1013.3,-9,0,0.6,1100
117,136,51,88,17,4.9,1013,-6.4,0,1.3,1000
129,160,75,95,NA,3.5,1012.6,-5.2,0,0,NA
155,178,57,95,8,3.8,1012.5,-3.3,0,0.8,1200
162,179,52,81,4,3.3,1012.7,-2.5,0,0.7,1300
178,186,44,70,4,2.2,1013,-1.6,0,0,1300
181,184,38,65,4,4.6,1012.6,-0.6,0,0.8,1399
154,177,47,62,7,5.8,1012.1,-0.5,0,1.3,1500
154,187,59,64,10,6.8,1011.6,-0.4,0,1.8,1500
199,209,55,76,12,8.1,1011.3,0.1,0,1.8,1700
208,237,50,86,16,9.2,1010.4,-0.2,0,1.5,1800
224,241,57,81,29,10.6,1009.2,-1.2,0,2.6,1500
213,223,60,72,48,12.2,1008.1,-2.8,0,4,1399
197,215,72,72,60,13.2,1007.1,-2.7,0,2.1,1399
190,211,92,79,62,13.4,1006.1,-2.2,0,1.8,1500
195,226,102,90,52,13.5,1005.3,-2.5,0,4.2,1600
191,230,124,104,40,13.1,1005.2,-0.9,0,2.2,1800
204,244,121,105,41,12.2,1005.5,-0.4,0,0.6,2200
204,244,121,105,26.775,11,1006.1,0.7,0,0.9,NA
204,242,79,128,10,9.5,1006.5,0.6,0,1.1,2100
203,246,62,133,4,10.4,1006.2,1.5,0,1.6,2299
197,261,61,130,3,10.5,1005.9,2.3,0,2.3,2100
150,230,45,97,8,9.4,1005.5,2.3,0,2.3,1300
125,196,30,80,14,8.8,1005.1,3,0,1.2,1000
122,178,23,70,16,7.9,1004.8,3.2,0,0.9,1000
123,161,19,62,17,7.3,1004.2,4.1,0,1.2,900
126,146,15,56,18,6.9,1003.6,4.4,0,1.8,900
125,126,13,50,18,6.7,1003.3,4.4,0,1.6,900
99,114,12,49,16,7,1003.4,4.5,0,1.2,900
105,141,15,56,9,7.1,1004.9,4.6,0,1,1000
189,196,14,57,6,6.9,1006,4.4,0,1.8,1000
184,203,16,67,2,7.2,1006.6,4.3,0,2.5,1399
165,186,19,71,4,9.6,1006.5,5.2,0,1.6,1700
166,195,30,58,16,12.6,1005.6,2.7,0,1.9,1500
180,211,44,58,33,14.4,1005,1.3,0,2.6,1399
156,174,44,51,61,18,1004.6,-4.1,0,4.8,1100
85,106,30,34,85,19.1,1004,-5.8,0,4.2,800
85,106,30,34,102,19.3,1004.3,-7.2,0,5.5,400
18,64,7,17,105,18.6,1004.8,-7.8,0,5,400
12,60,6,19,106.4574,17,1005.6,-11.7,0,3.5,NA
14,60,4,22,102,15.2,1007.3,-14.1,0,2.4,300
9,43,3,20,101,13.4,1008.6,-16.5,0,4.5,300
8,38,3,28,94,12.1,1010.5,-16.5,0,4.3,400
11,52,3,30,93,11,1012.4,-16.4,0,3.4,400
3,27,3,28,89,9.8,1013.8,-16.5,0,3.4,300
12,27,3,28,83,8.9,1015,-17.2,0,3.3,400
12,27,3,28,80,8.1,1015.7,-17.1,0,4.5,300
10,27,3,20,89,7.2,1016,-16.3,0,3.1,300
10,28,3,21,90,6.5,1016.4,-16.2,0,2.1,300
9,17,3,20,84,5.7,1016.7,-16.2,0,2.6,300
12,18,3,26,74,5,1016.8,-15.6,0,1.7,300
13,19,4,27,74,3.5,1017.5,-14.7,0,0,300
13,25,5,37,60,3.3,1018,-15.9,0,0.2,400
18,24,5,40,55,4.7,1018.7,-15.8,0,0,400
11,17,4,32,66,6.1,1019.1,-16.5,0,1,400
14,20,6,44,57,6.9,1019.3,-16.5,0,1.5,400
14,20,6,44,70,7.7,1019.4,-18.2,0,1.2,400
9,23,8,34,76,8.8,1019.1,-17.3,0,1.4,400
15,32,5,37,72,9.3,1018.6,-13.2,0,2,500
12,36,7,33,80,10.7,1017.6,-10.8,0,5.5,400
16,56,8,23,94,11.8,1016.3,-11.1,0,3.7,400
14,24,6,17,103,12.3,1015.5,-12.1,0,3.1,400
11,29,6,18,104,13,1015.2,-14.8,0,3.6,400
17,22,5,20,104,13.5,1015,-17.6,0,3.9,400
12,24,6,24,100,12.9,1014.7,-18.1,0,0.8,400
12,24,6,24,92,10.4,1015.7,-6.9,0,2.3,400
40,121,12,57,77,9.6,1016.8,-4.4,0,3.6,700
88,136,18,67,61,8.8,1017.6,-4.4,0,2.4,1100
107,148,25,73,50,8.4,1017.9,-5.1,0,2.3,1200
106,137,29,82,41,7.5,1017.8,-5.9,0,1.2,1300
98,126,28,74,44,5.7,1017.8,-5.3,0,1,1300
97,135,26,91,24,5.1,1018.2,-5.6,0,0.8,1300
102,133,23,92,4,3.5,1018.3,-5.2,0,1.1,1500
98,151,22,108,3,2.8,1018,-5.1,0,0.9,1500
107,144,21,107,3,3.3,1018.2,-7,0,1.4,1500
98,144,22,98,4,2.7,1018.9,-6.2,0,0.7,1300
98,144,22,98,3,2,1019.5,-6.1,0,0.6,1399
103,158,22,89,3,1.8,1019.9,-4.9,0,2,1500
96,148,30,80,3,3.4,1020.4,-4.6,0,1.8,2100
104,163,65,80,6,5.7,1020.3,-5.6,0,1.7,3399
117,182,92,80,13,7.8,1019.8,-7.1,0,2.5,3799
97,145,76,69,30,8.3,1019.1,-10.1,0,3.6,2799
76,101,56,56,52,8.7,1018.2,-8.8,0,3.6,2000
72,99,50,49,66,9,1017.6,-7.7,0,1.1,1800
99,137,54,63,61,9.5,1016.4,-7.2,0,2.2,2000
108,133,48,71,57,9.9,1015.7,-8.3,0,0.9,1899
98,114,41,67,62,9.8,1015.6,-8.3,0,3.1,1399
86,98,37,72,57,9.6,1015.5,-8.1,0,2.2,1100
87,102,45,72,58,9.2,1015.7,-7.1,0,2.1,1100
92,110,65,73,57,7.6,1016.4,-3.3,0,4.1,1300
95,125,58,76,53,6.5,1017.2,-3.7,0,4.4,1200
81,179,51,68,35,5.3,1018.1,-3.8,0,4.3,1300
66,107,73,65,31,4.7,1018.4,-4.6,0,3.2,1100
61,91,65,59,31,4.2,1018.8,-6.1,0,3.1,1000
55,73,59,60,28,3.9,1019.4,-7.3,0,1.5,800
55,73,59,60,24,3.5,1019.5,-7.6,0,2.4,900
61,79,46,65,21,3.2,1019,-7,0,1.8,1600
60,89,46,68,14,3.1,1018.7,-7.1,0,1.4,1800
66,97,68,70,NA,3.1,1018.7,-7.7,0,1.2,NA
70,90,81,70,17,2.7,1018.4,-8.1,0,0.2,2299
73,111,89,87,7,2.2,1018.8,-8.2,0,0.9,2700
70,105,86,82,14,2.7,1019.1,-8.4,0,1.2,3000
71,109,82,86,13,4.8,1019.5,-8.7,0,1.6,3000
76,130,89,86,16,6.1,1019.9,-7.9,0,2.1,2899
84,137,92,75,31,6.9,1019.7,-6.8,0,2,2799
80,126,87,60,52,8.1,1019.8,-5,0,3.2,2399
80,126,87,60,66,8.5,1019.2,-4.7,0,2.9,2000
75,102,72,42,85,9.8,1018.2,-4.2,0,2.7,1700
81,104,70,42,92,10.3,1017.5,-3.8,0,4.1,1600
95,118,67,43,100,9.7,1017,-2,0,2.6,1700
95,118,67,43,99,9.5,1016.6,-1.9,0,2.1,1100
85,88,37,34,100,9.1,1016.7,-1.3,0,2.9,800
83,85,35,40,99,7.8,1017.2,-0.2,0,3.4,700
77,78,28,38,97,7.1,1017.8,-0.4,0,1.5,600
80,80,23,40,89,6.3,1018.7,-0.5,0,3,600
72,85,20,51,70,5.5,1019.8,-0.1,0,2.9,700
72,85,20,51,67,4.8,1019.9,0,0,1.7,700
73,80,16,55,55,4,1020,0.3,0,0.7,800
75,85,15,62,42,4.3,1019.8,0.6,0,1.7,800
79,94,16,84,14,4.2,1019.9,0.7,0,1.3,800
83,90,17,88,7,4.3,1019.5,1,0,1.4,800
78,91,17,89,2,4.3,1019,1.5,0,1.7,900
80,97,21,86,2,4.3,1018.6,1.8,0,1.5,1200
89,110,26,82,2,3.9,1018.3,1.4,0,2.1,1500
98,108,27,71,7,4,1018.3,1.7,0,1.5,1300
97,120,26,68,6,3.9,1018.3,2.1,0,1.4,1200
127,137,24,65,6,4.1,1018.7,2.3,0,1.8,1300
127,137,24,65,5,4.3,1018.1,2.3,0,2,1200
155,163,23,60,5,4.5,1017.7,2.5,0,2.1,1300
155,163,23,60,5,5.2,1017.1,2.7,0,1.4,1200
192,197,23,60,6,6,1016,2.8,0,2,1200
200,210,25,62,9,6.4,1014.6,2.8,0,3.6,1300
208,214,33,65,16,6.1,1013.5,3.1,0,2.1,1300
230,245,26,64,11,6.3,1012.5,2.9,0,2.1,1399
228,254,23,64,13,7,1011,2.9,0,2.9,1300
229,244,31,64,24,7.2,1010.9,3.2,0,2,1399
234,251,34,76,21,6.9,1010.9,3.1,0,2,1399
234,251,34,76,12,6.6,1011.1,3,0,1.1,1399
241,251,34,85,3,6.4,1011.3,2.8,0,0.7,1600
213,234,34,92,2,6.4,1011.3,2.8,0,1.2,1600
233,236,29,86,2,6.7,1011.3,2.9,0,1.5,1700
236,241,29,86,2,6.9,1011.2,3,0,1.3,1700
236,255,28,86,2,7.3,1011,3.2,0,1.3,1899
229,236,41,92,2,7.1,1011,3.2,0,1.3,2100
236,240,61,97,2,6.7,1010.4,3.1,0,1.1,2500
239,244,68,96,2,6.8,1010.6,2.9,0,1.2,2399
210,242,69,95,2,7.1,1010,2.6,0,3.2,2799
210,242,69,95,2,5.7,1009.5,2.2,0,0.9,3399
223,231,98,92,4,4.5,1009.8,2.4,0,0,3299
223,198,98,92,2,4.2,1010.3,2.7,0,1.2,3399
196,199,92,95,4,8.9,1010.2,0.3,0,3,3399
182,200,88,82,14,13,1010.5,-4.2,0,2.3,2700
12,66,23,24,64,12.8,1011.4,-4.4,0,6.8,400
14,62,13,17,72,13.3,1012.3,-3.9,0,7.1,300
15,82,17,19,68,14.2,1012.2,-4.6,0,4.5,400
24,91,18,22,75,15.2,1012.5,-4.7,0,4.9,500
27,52,17,18,97,14.3,1013.3,-2.2,0,5.1,600
32,69,19,18,107,15,1013.1,-3.4,0,5.1,700
31,39,23,21,107,15.7,1013.7,-4.8,0,3.2,800
31,39,23,21,107,15.7,1014.6,-6,0,1.7,800
10,27,14,23,107,14.7,1015.3,-9.4,0,5.7,700
25,27,10,28,107,13.4,1016,-11.2,0,4.3,600
11,23,7,29,98,12.3,1017.5,-12.1,0,0.9,500
9,14,3,28,86,11.5,1018.7,-13.5,0,4.1,400
16,19,3,27,81,10.8,1019.2,-15.7,0,1.9,400
3,6,3,28,78,9.9,1019.3,-19.3,0,1.4,300
3,6,3,28,83,8.5,1019.7,-18.4,0,1.7,300
4,16,3,21,87,6.5,1019.7,-16.9,0,1,300
17,38,3,50,52,3.4,1019.2,-13.4,0,0,500
17,39,4,79,21,2.6,1019.1,-10.3,0,0,600
17,39,4,79,8,2,1018.8,-5,0,0.4,1000
61,80,25,88,13,4.9,1018.4,0.1,0,1.7,1300
62,106,29,95,3,4.1,1018.2,1.1,0,1.6,1700
87,109,28,86,3,5.5,1018.1,2,0,2.1,2000
100,117,36,83,5,7.3,1017.9,2,0,1.9,2100
152,161,65,74,9,8.8,1017.2,1.5,0,2.3,2299
138,161,65,74,17,10.6,1016.6,1.1,0,1.5,2399
146,160,66,83,33.201,12.3,1015.4,0.1,0,2.6,NA
168,169,66,79,58,13.7,1014.1,-0.7,0,1.7,2100
136,157,58,62,93,15.7,1012.6,-2.3,0,4.5,1899
132,141,47,49,107,17,1011.3,-1.2,0,2.6,1700
146,155,47,45,107,18.2,1009.9,-2.7,0,3.8,1600
126,152,44,42,149,18.3,1008.7,-3.2,0,3.5,1300
110,154,47,46,143,18,1008,-3.5,0,3.1,1300
118,172,60,53,144,17.3,1007.7,-3.5,0,4.2,1399
115,151,56,63,124,16.3,1007.5,-3.3,0,2.9,1300
102,149,47,83,93,15.6,1007.7,-2.9,0,2.2,1200
103,150,47,84,93,14.5,1007.8,-2.9,0,1.4,1200
110,153,39,90,72,14.2,1007.3,-2.7,0,1.8,1200
109,144,50,94,47,12,1007.4,-2.3,0,0.8,1200
126,175,58,110,39,9.4,1007.1,-2,0,0,1300
126,175,58,110,16,7.8,1006.4,-0.9,0,0,1500
135,188,42,138,7,7.9,1006,-0.8,0,0.6,1600
135,188,42,138,5,6.3,1005.8,-0.9,0,0,1399
156,239,32,142,NA,5.1,1005.8,-0.3,0,1.4,NA
156,239,32,142,7,4.4,1005.9,-0.6,0,0,2000
170,231,30,136,3,6.4,1006.6,-1.3,0,0.5,1899
181,246,37,136,3,7.3,1007.3,-0.7,0,1,1899
177,244,41,118,3,9.6,1007.8,-0.9,0,1.2,1899
164,220,52,115,8,12.8,1007.9,-0.8,0,2.3,1800
164,220,52,114,24,15.9,1008.1,-1.2,0,3.9,1600
125,184,51,77,64,16.7,1008.6,-0.1,0,3.3,1300
125,184,51,77,85,17.8,1008.2,0,0,5.4,1399
163,213,61,56,126,18.1,1007.8,1.1,0,4.2,1399
176,239,68,54,140,17.5,1008,0.2,0,5.6,1899
216,305,122,84,131,17,1008.2,-0.3,0,2.9,3799
151,285,71,45,141,16.2,1008.2,-2.4,0,5.1,2100
103,191,52,38,129,15.3,1008.8,-3.6,0,4.2,1399
72,143,41,35,119,13.8,1009.5,-4,0,2.9,1000
72,143,41,35,115,12.8,1010,-4.8,0,1.1,800
41,70,22,38,97,12.1,1011.1,-4.5,0,2.5,700
34,64,17,44,80,11.2,1011.4,-4.5,0,2.5,600
31,56,22,48,67,10.3,1012.1,-4.1,0,0.8,600
31,56,22,48,49,9.8,1011.9,-4.6,0,0.6,600
38,55,28,63,44,9.2,1012,-5.5,0,2.3,900
38,55,28,63,59,8.9,1011.9,-5,0,1,1300
36,47,41,41,72,8.9,1011.5,-5,0,1.6,1600
42,56,80,46,62,8.7,1011.3,-5.2,0,1.4,1800
51,70,94,60,45,8.7,1011.3,-5.2,0,1.1,2200
47,69,69,60,46,7.7,1010.6,-4.7,0,1.5,2000
47,69,69,60,53,7.9,1011.1,-4.6,0,0.7,2000
48,74,64,56,44,8,1011,-4.5,0,0.7,2000
66,104,98,75,26,8.9,1011.3,-4.3,0,0,2500
77,126,116,80,25,9.4,1011.6,-4.6,0,0.7,2799
81,146,112,83,25,9.8,1011.8,-5,0,1.2,2799
81,130,103,82,30,10.4,1011.1,-4.8,0,1,2799
80,137,93,79,36,10.7,1010,-4.2,0,1,2700
92,140,86,82,36,11.2,1009.4,-4.9,0,2.6,2600
92,140,86,82,40,11.4,1008.9,-4.7,0,1.5,2500
97,153,89,70,64,10.6,1008.4,-4.3,0,3.4,2700
98,164,77,94,32,8,1008.6,0.9,0,3.2,2500
77,146,51,82,34,6.7,1009,2.6,0.5,2.5,2200
70,97,26,80,29,6.3,1009.7,4.3,1,2,2100
70,97,26,80,16,6.3,1010,4.5,1,1.3,2200
77,79,17,96,8,6.3,1011,4.5,1.7,1,2299
71,86,19,98,8,6.1,1011.4,5.1,0.9,2.6,2399
71,86,19,98,3,6.2,1011.7,5.2,0.3,1.8,2399
77,84,15,94,2,6.3,1012,5.4,0.2,0.8,2399
87,89,14,86,2,6.2,1012.4,5.5,1,1.6,2399
87,89,14,86,3,6.1,1012.5,5.5,0.4,1.7,2200
107,83,14,80,2,6.2,1013,5.5,0.4,1.3,2200
98,74,14,58,8,6.3,1012.9,5.6,0.3,1.1,1899
98,68,14,58,8,6.4,1012.8,5.7,0.3,1,1899
98,69,12,64,2,6.3,1012.3,5.7,0.7,1,2000
108,75,12,69,2,6.2,1012.3,5.6,0,1.3,2100
108,75,12,69,2,6.2,1012.6,5.5,0,0.9,2100
106,80,12,63,2,7.5,1012.9,6.3,0,0.9,2100
95,74,19,58,10,8.6,1013.6,6.7,0,2.3,1899
107,68,33,61,15,10.6,1013.4,6.9,0,3.3,2000
107,101,33,61,21,12.9,1013.3,0.3,0,5.7,2100
89,101,44,61,29,13.8,1013.6,-4,0,5.2,1600
33,7,23,23,59,13.3,1013.5,-4.9,0,4.5,600
33,33,23,23,73,13.6,1013.1,-5.6,0,5.2,400
11,11,9,16,79,13,1013.2,-4.6,0,6.6,400
11,8,9,16,82,12,1013.5,-5.5,0,5.5,400
18,21,6,16,78,11.3,1014.4,-5.7,0,5.5,400
18,21,6,16,74,10.4,1015.2,-7.8,0,6.5,300
7,6,5,20,79,9.5,1016.7,-7.7,0,4.1,300
3,13,3,18,84,8.2,1018.7,-10.2,0,3,300
5,8,3,18,86,7.5,1019.6,-11.8,0,3.9,300
5,8,3,18,89,6.9,1019.4,-11.8,0,3.2,300
3,6,3,14,85,6.7,1019.4,-11.5,0,4.2,300
3,6,3,15,84,6.4,1019.4,-10.8,0,2.8,300
3,6,3,15,83,5.7,1018.8,-10.1,0,2.9,300
3,6,3,14,81,5.8,1018,-10.5,0,4.3,300
3,6,3,12,76,5.6,1017.5,-10.7,0,2.3,300
8,6,3,16,76,4.9,1017,-10.4,0,1.9,300
3,6,3,16,71,3,1016.8,-9.6,0,0.8,300
3,6,3,19,63,0.9,1016.8,-7.9,0,0.6,400
3,6,3,24,45,3.4,1016.9,-5.3,0,0.5,400
9,11,4,40,38,7,1016.7,-10.3,0,3.5,400
5,13,6,47,54,8.3,1016.2,-11.1,0,2.6,500
6,14,8,34,60,10.1,1015.8,-9.1,0,3,500
11,19,10,32,70,10.8,1014.8,-10.1,0,4.1,400
5,21,9,28,84,11.4,1013.3,-10.8,0,5.6,400
